date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:05:42	25999/25999	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2009:05:03%20GMT	https://djbproject.jimdoweb.com/graphic-designs-1/uxd/happy-new-year/	D:/Websites/Copier2/DJB%20Projects/graphic-designs-1/uxd/happy-new-year/index.html	(from https://djbproject.jimdoweb.com/graphic-designs-1/)
10:06:02	25927/25927	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2009:05:24%20GMT	https://djbproject.jimdoweb.com/graphic-designs-1/magazine/	D:/Websites/Copier2/DJB%20Projects/graphic-designs-1/magazine/index.html	(from https://djbproject.jimdoweb.com/graphic-designs-1/)
10:06:23	29696/29696	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2009:05:45%20GMT	https://djbproject.jimdoweb.com/graphic-designs-1/uxd/stndrd/egozine/	D:/Websites/Copier2/DJB%20Projects/graphic-designs-1/uxd/stndrd/egozine/index.html	(from https://djbproject.jimdoweb.com/graphic-designs-1/)
10:06:26	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.2a.delayed	(from https://djbproject.jimdoweb.com/graphic-designs-1/)
10:06:27	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.2b.delayed	(from https://djbproject.jimdoweb.com/photography/)
10:06:44	35724/35724	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2009:06:06%20GMT	https://djbproject.jimdoweb.com/graphic-designs-1/experiment/	D:/Websites/Copier2/DJB%20Projects/graphic-designs-1/experiment/index.html	(from https://djbproject.jimdoweb.com/graphic-designs-1/)
10:07:05	43727/43727	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2009:06:27%20GMT	https://djbproject.jimdoweb.com/photography/architecture/	D:/Websites/Copier2/DJB%20Projects/photography/architecture/index.html	(from https://djbproject.jimdoweb.com/photography/)
10:07:06	41239/41239	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2009:06:27%20GMT	https://djbproject.jimdoweb.com/photography/people-events/	D:/Websites/Copier2/DJB%20Projects/photography/people-events/index.html	(from https://djbproject.jimdoweb.com/photography/)
10:07:06	57758/57758	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2009:06:27%20GMT	https://djbproject.jimdoweb.com/photography/nature/	D:/Websites/Copier2/DJB%20Projects/photography/nature/index.html	(from https://djbproject.jimdoweb.com/photography/)
10:07:24	27794/27794	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2009:06:45%20GMT	https://djbproject.jimdoweb.com/photography/real-estate/	D:/Websites/Copier2/DJB%20Projects/photography/real-estate/index.html	(from https://djbproject.jimdoweb.com/photography/)
10:07:43	32538/32538	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2009:07:07%20GMT	https://djbproject.jimdoweb.com/videography/animation/	D:/Websites/Copier2/DJB%20Projects/videography/animation/index.html	(from https://djbproject.jimdoweb.com/videography/)
10:07:45	46932/46932	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2009:07:07%20GMT	https://djbproject.jimdoweb.com/photography/night/	D:/Websites/Copier2/DJB%20Projects/photography/night/index.html	(from https://djbproject.jimdoweb.com/photography/)
10:08:48	23062/23062	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2009:08:11%20GMT	https://djbproject.jimdoweb.com/videography/kftz/	D:/Websites/Copier2/DJB%20Projects/videography/kftz/index.html	(from https://djbproject.jimdoweb.com/videography/)
10:08:48	30187/30187	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2009:08:11%20GMT	https://djbproject.jimdoweb.com/graphic-designs-1/umc-fc-utrecht/	D:/Websites/Copier2/DJB%20Projects/graphic-designs-1/umc-fc-utrecht/index.html	(from https://djbproject.jimdoweb.com/videography/)
10:08:49	30190/30190	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2009:08:11%20GMT	https://djbproject.jimdoweb.com/events/thiro-training/	D:/Websites/Copier2/DJB%20Projects/events/thiro-training/index.html	(from https://djbproject.jimdoweb.com/videography/)
10:09:13	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.32.delayed	(from https://djbproject.jimdoweb.com/videography/)
10:09:26	27685/27685	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2009:08:48%20GMT	https://djbproject.jimdoweb.com/videography/bartimeus/	D:/Websites/Copier2/DJB%20Projects/videography/bartimeus/index.html	(from https://djbproject.jimdoweb.com/videography/)
10:09:30	29016/29016	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2009:08:53%20GMT	https://djbproject.jimdoweb.com/videography/ndsm/	D:/Websites/Copier2/DJB%20Projects/videography/ndsm/index.html	(from https://djbproject.jimdoweb.com/videography/)
10:09:34	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.34.delayed	(from https://djbproject.jimdoweb.com/about-me/)
10:09:37	17958/17958	---M--	200	added ('OK')	image/png	etag:%223720926fdf4243452e3fbb62771e5d39%22	https://assets2.jimstatic.com/s/img/cms/siteadmin/newlogostuff/jimdologo2015.png	D:/Websites/Copier2/DJB%20Projects/s/img/cms/siteadmin/newlogostuff/jimdologo2015.png	(from https://djbproject.jimdoweb.com/about/)
10:09:56	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.36.delayed	(from https://djbproject.jimdoweb.com/about/)
10:09:56	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.37.delayed	(from https://djbproject.jimdoweb.com/j/privacy)
10:09:56	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.38.delayed	(from https://djbproject.jimdoweb.com/sitemap/)
10:12:03	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.3c.delayed	(from https://djbproject.jimdoweb.com/videography/animation/seminar/)
10:13:07	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.3e.delayed	(from https://djbproject.jimdoweb.com/graphic-designs-1/protest/)
10:13:49	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.41.delayed	(from https://djbproject.jimdoweb.com/graphic-designs-1/uxd/happy-new-year/)
10:13:50	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.42.delayed	(from https://djbproject.jimdoweb.com/graphic-designs-1/magazine/)
10:16:39	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.4b.delayed	(from https://djbproject.jimdoweb.com/graphic-designs-1/uxd/stndrd/egozine/)
10:18:03	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.50.delayed	(from https://djbproject.jimdoweb.com/graphic-designs-1/experiment/)
10:20:29	46080/46080	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2009:19:50%20GMT	https://djbproject.jimdoweb.com/events/stage/	D:/Websites/Copier2/DJB%20Projects/events/stage/index.html	(from https://djbproject.jimdoweb.com/photography/people-events/)
10:20:29	29348/29348	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2009:19:50%20GMT	https://djbproject.jimdoweb.com/photography/people-events/zonta-sings/	D:/Websites/Copier2/DJB%20Projects/photography/people-events/zonta-sings/index.html	(from https://djbproject.jimdoweb.com/photography/people-events/)
10:23:41	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.61.delayed	(from https://djbproject.jimdoweb.com/photography/people-events/)
10:41:58	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.96.delayed	(from https://djbproject.jimdoweb.com/photography/nature/)
10:52:31	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.b5.delayed	(from https://djbproject.jimdoweb.com/photography/architecture/)
10:53:35	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.b9.delayed	(from https://djbproject.jimdoweb.com/photography/real-estate/)
11:03:46	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.d7.delayed	(from https://djbproject.jimdoweb.com/photography/night/)
11:04:47	27532/27532	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2010:04:08%20GMT	https://djbproject.jimdoweb.com/videography/animation/3d-animation/	D:/Websites/Copier2/DJB%20Projects/videography/animation/3d-animation/index.html	(from https://djbproject.jimdoweb.com/videography/animation/)
11:04:50	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.db.delayed	(from https://djbproject.jimdoweb.com/videography/animation/)
11:05:11	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.dc.delayed	(from https://djbproject.jimdoweb.com/videography/kftz/)
11:05:19	27534/27534	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202024%2010:04:29%20GMT	https://djbproject.jimdoweb.com/videography/animation/appkapje/	D:/Websites/Copier2/DJB%20Projects/videography/animation/appkapje/index.html	(from https://djbproject.jimdoweb.com/videography/animation/)
11:06:14	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.e0.delayed	(from https://djbproject.jimdoweb.com/events/thiro-training/)
11:06:15	2106/2106	---M-Z	200	added ('OK')	text/javascript	etag:%22ad61ed9e6feab67b99badf6f57fcafad%22	https://assets.jimstatic.com/ckies.js.ea783746fbd2c8d3b782.js	D:/Websites/Copier2/DJB%20Projects/ckies.js.ea783746fbd2c8d3b782.js	(from https://djbproject.jimdoweb.com/graphic-designs-1/umc-fc-utrecht/)
11:06:15	25673/25673	---M-Z	200	added ('OK')	text/javascript	etag:%22d8d529314b04773aeb804d9ccbcf0339%22	https://assets.jimstatic.com/cookieControl.js.ba69a38693adf21cb135.js	D:/Websites/Copier2/DJB%20Projects/cookieControl.js.ba69a38693adf21cb135.js	(from https://djbproject.jimdoweb.com/graphic-designs-1/umc-fc-utrecht/)
11:06:15	712094/712094	---M-Z	200	added ('OK')	text/javascript	etag:%22d2b81b8164267a5102a01106ba0fceb2%22	https://assets.jimstatic.com/web.js.636f16a68c719d6e7565.js	D:/Websites/Copier2/DJB%20Projects/web.js.636f16a68c719d6e7565.js	(from https://djbproject.jimdoweb.com/graphic-designs-1/umc-fc-utrecht/)
11:06:16	12690/12690	---M-Z	200	added ('OK')	text/javascript	etag:%2216ace6e9272e8b5f0c96826b920f80da%22	https://assets.jimstatic.com/at.js.a51f8c14e7757c1956f6.js	D:/Websites/Copier2/DJB%20Projects/at.js.a51f8c14e7757c1956f6.js	(from https://djbproject.jimdoweb.com/graphic-designs-1/umc-fc-utrecht/)
11:06:37	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.e6.delayed	(from https://djbproject.jimdoweb.com/graphic-designs-1/umc-fc-utrecht/)
11:06:37	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.e7.delayed	(from https://djbproject.jimdoweb.com/videography/bartimeus/)
11:06:37	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.e8.delayed	(from https://djbproject.jimdoweb.com/videography/ndsm/)
11:18:14	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.fe.delayed	(from https://djbproject.jimdoweb.com/events/stage/)
11:21:24	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.108.delayed	(from https://djbproject.jimdoweb.com/photography/people-events/zonta-sings/)
11:32:44	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.109.delayed	(from https://djbproject.jimdoweb.com/videography/animation/3d-animation/)
11:32:44	0/-1	---M--	302	error ('')			https://djbproject.jimdoweb.com/login	D:/Websites/Copier2/DJB%20Projects/login.10a.delayed	(from https://djbproject.jimdoweb.com/videography/animation/appkapje/)
